,room_type,accommodates,bedrooms,beds,host_response_rate,latitude,longitude,number_of_reviews,review_scores_rating,bath_size,bath_type,price_log
11632,Private room,2,1.0,1.0,92,13.80111,100.58329,0,0.0,1.0,shared bath,6.246106765481563
11633,Private room,2,1.0,1.0,92,13.79927,100.58321,2,5.0,1.0,private bath,6.246106765481563
11634,Private room,2,1.0,1.0,92,13.79988,100.58224,0,0.0,1.0,private bath,6.255750041753367
11635,Private room,1,1.0,1.0,90,13.69141,100.63837,1,5.0,1.0,shared bath,6.139884552226255
11636,Entire home/apt,4,1.0,1.0,93,13.723159,100.5787881,2,5.0,1.0,bath,7.0192966537150445
11637,Entire home/apt,2,1.0,1.0,100,13.73693,100.56287,11,4.73,1.0,bath,7.696212639346407
11638,Entire home/apt,4,1.0,1.0,100,13.71213,100.60341,7,4.29,1.5,bath,7.346010209913293
11639,Entire home/apt,3,2.0,2.0,100,13.8105917,100.565834,2,5.0,2.0,bath,6.658011045870748
11640,Entire home/apt,2,1.0,1.0,100,13.73717,100.56316,8,4.88,1.0,bath,7.696212639346407
11641,Entire home/apt,6,3.0,4.0,100,13.72547,100.53091,6,4.5,2.5,bath,8.289790583181643
11642,Shared room,3,1.0,3.0,25,13.75501,100.51022,0,0.0,5.5,shared bath,6.2422232654551655
11643,Entire home/apt,2,1.0,1.0,100,13.72549,100.56393,2,5.0,1.5,bath,7.01571242048723
11644,Entire home/apt,2,1.0,1.0,100,13.75474,100.56571,0,0.0,1.0,bath,6.541029999189903
11645,Entire home/apt,3,2.0,2.0,100,13.68974,100.60807,0,0.0,1.0,bath,6.184148890937483
11646,Entire home/apt,2,1.0,1.0,0,13.74391,100.57376,0,0.0,1.0,bath,6.966024187106113
11647,Private room,2,1.0,1.0,0,13.71522,100.65423,0,0.0,1.0,private bath,6.907755278982137
11648,Entire home/apt,6,3.0,3.0,100,13.71664,100.66582,0,0.0,2.0,bath,6.3784261836515865
11650,Entire home/apt,4,2.0,3.0,100,13.72,100.52888,17,4.53,1.0,bath,7.90100705199242
11651,Entire home/apt,4,2.0,2.0,100,13.72503,100.48594,2,4.5,1.5,bath,7.313220387090301
11652,Private room,2,1.0,1.0,100,13.68561,100.53842,1,3.0,1.0,bath,6.897704943128636
11654,Private room,2,1.0,1.0,100,13.6994,100.53525,0,0.0,1.0,bath,6.993932975223189
11655,Entire home/apt,4,2.0,2.0,100,13.74017,100.56604,2,5.0,2.0,bath,8.517193191416238
11656,Entire home/apt,4,2.0,2.0,100,13.69508,100.60443,6,4.83,1.0,bath,7.542213463193403
11657,Private room,3,1.0,2.0,100,13.79543,100.5601,0,0.0,1.0,private bath,6.380122536899765
11658,Entire home/apt,2,1.0,1.0,100,13.72352,100.50767,7,4.57,1.0,bath,6.92461239604856
11659,Entire home/apt,2,1.0,1.0,100,13.68522,100.60416,5,5.0,1.5,bath,6.380122536899765
11660,Entire home/apt,4,2.0,2.0,0,13.72396,100.58013,0,0.0,2.0,bath,7.8632667240095735
11661,Private room,2,1.0,1.0,100,13.69884,100.5351,0,0.0,1.0,bath,6.897704943128636
11662,Entire home/apt,4,2.0,2.0,100,13.71981,100.52724,1,5.0,2.0,bath,8.336630087637147
11663,Private room,2,1.0,1.0,100,13.74307,100.56332,1,5.0,1.0,private bath,7.473637108496206
11664,Private room,2,1.0,1.0,100,13.70619,100.37998,1,5.0,1.0,private bath,6.551080335043404
11665,Entire home/apt,2,1.0,6.0,96,13.75285,100.53772,9,5.0,1.5,bath,7.277247726631484
11666,Entire home/apt,2,1.0,1.0,0,13.71775,100.47721,6,4.67,1.0,bath,6.476972362889683
11667,Entire home/apt,6,3.0,3.0,100,13.74142,100.54477,19,4.89,2.0,bath,8.1886891244442
11668,Entire home/apt,2,1.0,1.0,0,13.73021,100.58641,0,0.0,1.0,bath,6.876264611890766
11669,Entire home/apt,2,1.0,1.0,100,13.72937,100.54514,1,5.0,1.0,bath,7.090076835776092
11670,Entire home/apt,2,1.0,1.0,100,13.71368,100.6016,12,5.0,1.0,bath,6.802394763324311
11671,Entire home/apt,3,1.0,2.0,100,13.73834,100.5659,5,4.6,1.0,bath,7.90100705199242
11672,Entire home/apt,5,2.0,2.0,100,13.74986,100.54333,4,5.0,2.0,bath,8.550821372396221
11673,Private room,2,1.0,1.0,100,13.70087,100.53493,0,0.0,1.0,bath,6.993932975223189
11674,Entire home/apt,4,1.0,3.0,100,13.70459,100.53388,2,5.0,1.5,bath,7.046647277848756
11675,Entire home/apt,3,1.0,2.0,100,13.73993,100.56551,6,4.33,1.0,bath,7.852050207265889
11676,Private room,2,1.0,1.0,0,13.72645,100.57892,0,0.0,1.0,private bath,7.824046010856292
11677,Entire home/apt,4,2.0,2.0,100,13.76099,100.6537,0,0.0,1.5,bath,6.396929655216146
11678,Private room,2,1.0,1.0,100,13.7129,100.59314,9,4.78,1.0,private bath,6.74993119378857
11679,Private room,1,1.0,1.0,90,13.68938,100.64001,0,0.0,0.0,shared bath,5.857933154483459
11680,Entire home/apt,6,2.0,2.0,100,13.81766,100.58861,5,4.8,2.0,bath,8.269756947532983
11681,Entire home/apt,2,1.0,1.0,100,13.71067,100.60316,9,4.89,1.0,bath,7.138073034044347
11683,Entire home/apt,2,1.0,1.0,100,13.7132,100.60597,18,4.33,1.0,bath,6.476972362889683
11684,Entire home/apt,2,1.0,1.0,100,13.71218416,100.605481,38,4.42,1.0,bath,6.486160788944089
11685,Entire home/apt,5,2.0,3.0,100,13.74655,100.55912,28,4.79,2.0,bath,7.696212639346407
11686,Entire home/apt,3,1.0,2.0,100,13.74035,100.56716,2,5.0,1.0,bath,7.852050207265889
11687,Private room,2,1.0,1.0,57,13.72554,100.58289,0,0.0,1.0,private bath,6.727431724850855
11688,Private room,2,1.0,1.0,94,13.81185,100.56184,11,5.0,1.0,private bath,7.07326971745971
11689,Entire home/apt,2,1.0,1.0,100,13.67974,100.61596,9,5.0,1.0,bath,6.684611727667927
11690,Entire home/apt,2,1.0,1.0,100,13.72068,100.57928,1,5.0,1.0,bath,7.1284959456800365
11691,Entire home/apt,3,2.0,2.0,100,13.71975,100.57737,1,5.0,2.0,bath,7.605392364814935
11692,Entire home/apt,2,1.0,1.0,100,13.72146,100.57541,0,0.0,1.0,bath,7.1284959456800365
11693,Entire home/apt,2,1.0,1.0,100,13.72533,100.57926,24,4.96,1.0,bath,7.942362237674335
11694,Entire home/apt,2,1.0,1.0,100,13.894659,100.604912,4,5.0,1.0,bath,6.779921907472252
11695,Entire home/apt,4,2.0,2.0,100,13.90314,100.57878,0,0.0,3.0,bath,7.313220387090301
11696,Entire home/apt,2,1.0,1.0,99,13.72625,100.52203,7,4.71,1.0,bath,6.932447891572509
11697,Private room,2,1.0,1.0,100,13.73855,100.58325,0,0.0,1.0,private bath,7.2078598714324755
11698,Private room,2,1.0,1.0,33,13.78745,100.57161,0,0.0,1.0,private bath,6.551080335043404
11699,Entire home/apt,2,1.0,1.0,100,13.66449,100.60387,5,4.8,1.0,bath,6.825460036255307
11700,Entire home/apt,2,1.0,1.0,97,13.73141,100.52336,0,0.0,1.0,bath,6.393590753950631
11701,Entire home/apt,2,1.0,1.0,100,13.692884,100.593025,7,4.86,1.0,bath,6.824373670043086
11702,Entire home/apt,2,1.0,1.0,60,13.71524,100.46406,0,0.0,1.5,bath,7.444833273892193
11703,Entire home/apt,2,1.0,1.0,100,13.73723,100.56206,6,5.0,1.5,bath,7.495541943884256
11704,Private room,1,1.0,1.0,87,13.84775,100.62326,0,0.0,1.0,private bath,7.306531398939505
11705,Entire home/apt,3,1.0,1.0,0,13.76743,100.58555,0,0.0,1.0,bath,7.495541943884256
11706,Entire home/apt,4,2.0,2.0,100,13.72753,100.58471,2,5.0,2.0,bath,8.757311846936409
11707,Entire home/apt,2,1.0,1.0,100,13.73808,100.56232,7,5.0,1.0,bath,7.8628820346414905
11708,Entire home/apt,5,2.0,3.0,100,13.719171,100.517418,61,4.97,1.0,bath,7.868636894184167
11709,Private room,4,1.0,2.0,100,13.73839,100.517815,22,4.91,1.0,private bath,8.421342865759403
11710,Entire home/apt,2,1.0,1.0,100,13.73827,100.58439,5,5.0,1.0,bath,7.346010209913293
11711,Private room,2,1.0,1.0,100,13.73779,100.5188,17,4.94,1.0,private bath,8.138272638530186
11712,Private room,1,46.0,50.0,0,13.76793,100.74159,0,0.0,50.0,bath,7.495541943884256
11713,Private room,2,1.0,1.0,0,13.74416,100.5592,0,0.0,1.0,private bath,8.37793112408273
11714,Entire home/apt,2,1.0,1.0,100,13.76182,100.56604,6,4.67,1.0,bath,7.170119543449628
11715,Entire home/apt,4,1.0,2.0,100,13.71484,100.45513,10,5.0,1.0,bath,7.189922170745808
11716,Entire home/apt,2,1.0,1.0,96,13.75388,100.54146,19,4.89,1.0,bath,7.368970402194793
11717,Private room,1,1.0,1.0,100,13.79132,100.5376,4,5.0,2.5,bath,6.030685260261263
11718,Entire home/apt,6,2.0,2.0,100,13.746123,100.558868,31,4.81,2.5,bath,8.581294116822761
11719,Entire home/apt,2,1.0,1.0,100,13.743518,100.561676,4,5.0,1.0,bath,6.79794041297493
11720,Entire home/apt,4,2.0,2.0,100,13.73509,100.55682,11,4.64,2.0,bath,8.029758520440822
11721,Entire home/apt,2,1.0,1.0,100,13.706285,100.601677,7,5.0,1.0,bath,8.648747631156539
11722,Entire home/apt,3,1.0,1.0,100,13.7712,100.57822,17,4.65,1.0,bath,6.429719478039138
11723,Private room,2,1.0,1.0,100,13.69022,100.62871,0,0.0,1.5,shared bath,6.139884552226255
11724,Entire home/apt,5,2.0,2.0,100,13.74988,100.54429,3,5.0,2.0,bath,8.399085102935908
11725,Entire home/apt,2,1.0,1.0,100,13.89466,100.60491,6,5.0,1.0,bath,6.779921907472252
11726,Entire home/apt,3,1.0,2.0,100,13.74023,100.56681,3,4.0,1.0,bath,7.90100705199242
11727,Private room,1,1.0,1.0,90,13.68645,100.61434,3,5.0,1.0,private bath,6.993932975223189
11728,Entire home/apt,4,2.0,2.0,100,13.73974,100.56766,1,5.0,2.0,bath,8.517193191416238
11729,Entire home/apt,3,1.0,1.0,100,13.78441,100.56685,16,4.94,1.0,bath,8.006367567650246
11730,Entire home/apt,2,1.0,2.0,100,13.711291,100.521294,13,4.23,1.0,bath,7.003065458786462
11731,Entire home/apt,2,1.0,1.0,100,13.77261,100.54242,2,5.0,1.0,bath,6.833031732786201
11732,Entire home/apt,2,1.0,1.0,100,13.76363,100.56373,10,4.6,1.0,bath,7.313220387090301
11733,Private room,2,1.0,1.0,90,13.6924,100.61788,2,5.0,1.0,private bath,7.090076835776092
11734,Entire home/apt,4,2.0,2.0,100,13.74032,100.56713,1,5.0,2.0,bath,8.517193191416238
11735,Private room,2,1.0,1.0,100,13.73197,100.56648,0,0.0,1.0,private bath,6.907755278982137
11736,Entire home/apt,3,1.0,2.0,100,13.7383,100.5672,1,5.0,1.0,bath,7.90100705199242
11737,Entire home/apt,4,2.0,2.0,100,13.74001,100.56704,3,4.67,2.0,bath,8.517193191416238
11738,Entire home/apt,2,1.0,1.0,0,13.71724109,100.5832257,0,0.0,1.0,bath,6.78332520060396
11739,Entire home/apt,4,1.0,2.0,100,13.73653,100.56052,67,4.9,1.0,bath,7.921898411023797
11740,Entire home/apt,3,1.0,2.0,100,13.73835,100.56716,6,4.5,1.0,bath,7.852050207265889
11741,Entire home/apt,2,1.0,1.0,100,13.7129,100.53265,3,3.0,1.0,bath,6.016157159698354
11742,Entire home/apt,2,1.0,1.0,100,13.72737,100.58634,1,5.0,1.0,bath,7.1284959456800365
11743,Entire home/apt,6,2.0,2.0,100,13.746123,100.558868,20,4.95,2.5,bath,8.784315349902657
11744,Private room,2,1.0,1.0,100,13.73839,100.517853,24,5.0,1.0,private bath,8.168486417126681
11745,Entire home/apt,2,1.0,1.0,100,13.72517,100.58771,1,5.0,1.0,bath,7.208600337960199
11746,Entire home/apt,4,2.0,3.0,100,13.71423,100.58128,3,4.67,2.0,bath,7.640123172695364
11747,Entire home/apt,4,2.0,2.0,100,13.73837,100.56728,4,2.75,2.0,bath,8.517193191416238
11748,Private room,4,1.0,1.0,0,13.7814,100.58463,0,0.0,1.0,private bath,6.620073206530356
11749,Entire home/apt,4,2.0,2.0,100,13.72563,100.58497,2,5.0,2.0,bath,8.734560089952993
11750,Entire home/apt,4,2.0,2.0,100,13.72493,100.58343,0,0.0,2.0,bath,8.37309184744198
11751,Entire home/apt,3,1.0,2.0,100,13.7403,100.56566,5,4.4,1.0,bath,7.852050207265889
11752,Entire home/apt,7,3.0,4.0,100,13.79862,100.5564,6,5.0,2.0,bath,7.501082124259871
11753,Entire home/apt,13,5.0,6.0,100,13.79759,100.55196,2,5.0,4.0,bath,8.411832675758411
11754,Private room,2,1.0,1.0,100,13.738416,100.517868,28,5.0,1.0,private bath,8.138856750696325
11755,Entire home/apt,4,2.0,2.0,100,13.74018,100.56764,0,0.0,2.0,bath,8.565983355585669
11756,Entire home/apt,2,1.0,1.0,90,13.74071,100.54175,1,4.0,1.0,bath,7.1853870155804165
11757,Entire home/apt,2,1.0,1.0,86,13.74423457,100.5856106,0,0.0,1.0,bath,6.683360945766275
11758,Entire home/apt,4,2.0,2.0,100,13.71902,100.57866,0,0.0,2.5,bath,7.937374696163295
11759,Entire home/apt,2,1.0,1.0,100,13.81652,100.56219,0,0.0,1.0,bath,6.833031732786201
11760,Private room,2,1.0,1.0,100,13.71168,100.58281,3,5.0,1.0,private bath,6.593044534142437
11761,Private room,2,1.0,1.0,100,13.75151,100.63722,2,5.0,1.0,private bath,6.272877006546167
11762,Private room,2,1.0,1.0,100,13.72195,100.57711,3,4.33,1.0,private bath,6.522092798170152
11763,Entire home/apt,3,1.0,1.0,100,13.79199,100.57567,7,4.14,1.0,bath,7.135687347028144
11764,Entire home/apt,2,1.0,1.0,100,13.73143,100.52937,28,4.93,1.0,bath,7.52294091807237
11765,Private room,6,1.0,4.0,100,13.738359,100.517876,22,5.0,1.0,shared bath,8.231376045573969
11766,Entire home/apt,4,1.0,1.0,100,13.72187,100.57988,0,0.0,1.0,bath,7.549609165154532
11768,Private room,2,1.0,1.0,100,13.754919,100.5009,23,4.91,1.0,private bath,6.794586580876499
11769,Entire home/apt,2,1.0,1.0,90,13.73485,100.58346,3,4.67,1.0,bath,6.906754778648554
11770,Private room,2,1.0,1.0,100,13.73842,100.58362,2,5.0,1.0,private bath,7.438383530044307
11771,Private room,2,1.0,2.0,0,13.7908,100.41285,0,0.0,1.0,private bath,7.2305631534092925
11772,Private room,3,1.0,2.0,100,13.74135,100.56195,0,0.0,1.0,private bath,7.581209826196346
11773,Shared room,2,1.0,1.0,100,13.74279,100.5632,0,0.0,4.0,shared bath,7.215975002651466
11774,Private room,1,1.0,1.0,100,13.71197,100.59203,6,4.83,1.0,private bath,6.591673732008658
11775,Entire home/apt,2,1.0,1.0,0,13.7793,100.54274,8,5.0,1.0,bath,7.090076835776092
11776,Private room,2,1.0,1.0,100,13.73839,100.51786,10,5.0,1.0,private bath,8.228977643358313
11777,Entire home/apt,2,1.0,1.0,100,13.74268,100.54655,4,5.0,1.0,bath,7.313220387090301
11778,Private room,1,1.0,1.0,90,13.69089,100.63995,1,5.0,1.0,shared bath,5.857933154483459
11779,Entire home/apt,2,1.0,1.0,100,13.72265,100.51074,0,0.0,1.0,bath,8.242756345714477
11780,Entire home/apt,4,1.0,1.0,100,13.74129,100.55388,49,4.63,1.5,bath,7.372118028337787
11781,Entire home/apt,4,1.0,1.0,100,13.74053,100.55627,56,4.55,1.0,bath,7.336936913707618
11782,Entire home/apt,2,1.0,1.0,100,13.66002,100.60599,18,4.56,1.0,bath,6.907755278982137
11783,Entire home/apt,3,2.0,2.0,0,13.72639,100.57942,0,0.0,1.0,bath,7.824046010856292
11784,Entire home/apt,2,1.0,1.0,0,13.80749,100.53168,1,5.0,1.0,bath,7.313220387090301
11785,Private room,2,1.0,1.0,0,13.79672,100.71067,0,0.0,1.0,private bath,6.7912214627261855
11786,Private room,2,1.0,1.0,0,13.87436,100.80745,0,0.0,1.5,bath,6.536691597591305
11787,Entire home/apt,1,1.0,1.0,100,13.74827,100.54449,0,0.0,1.0,bath,6.745236349484363
11788,Private room,2,1.0,1.0,0,13.75069,100.61154,0,0.0,1.0,private bath,7.090076835776092
11789,Private room,2,1.0,1.0,100,13.73177,100.5295,36,4.94,1.0,private bath,7.24422751560335
11790,Entire home/apt,2,1.0,1.0,100,13.73168,100.52948,31,4.97,1.0,bath,7.484368643286131
11791,Entire home/apt,2,1.0,1.0,100,13.73706,100.5592,4,5.0,1.0,bath,7.047517221357296
11792,Entire home/apt,2,1.0,1.0,100,13.73569,100.56076,1,5.0,1.0,bath,7.1308988302963465
11793,Entire home/apt,2,1.0,1.0,100,13.76475,100.56816,0,0.0,1.0,bath,7.495541943884256
11794,Entire home/apt,2,1.0,2.0,78,13.7193,100.49405,0,0.0,1.5,bath,7.170119543449628
11795,Entire home/apt,2,1.0,1.0,83,13.73449,100.61763,2,5.0,1.0,bath,6.897704943128636
11796,Entire home/apt,2,1.0,1.0,100,13.73653,100.5594,43,4.86,1.0,bath,7.827639546366422
11797,Entire home/apt,5,2.0,2.0,100,13.7386,100.55794,47,4.83,2.0,bath,8.486940148245216
11798,Entire home/apt,2,1.0,1.0,90,13.70413,100.60383,15,4.67,1.0,bath,6.684611727667927
11799,Entire home/apt,2,1.0,1.0,100,13.72044,100.49234,13,5.0,1.0,bath,7.199678345691172
11800,Private room,2,1.0,1.0,100,13.71359,100.5923,15,4.73,1.0,private bath,6.825460036255307
11801,Entire home/apt,2,1.0,1.0,100,13.75527,100.56481,14,4.5,1.0,bath,6.802394763324311
11802,Entire home/apt,3,2.0,2.0,97,13.68739,100.60523,1,5.0,2.0,bath,7.002155954403621
11803,Private room,2,1.0,1.0,100,13.746552,100.484619,1,5.0,1.0,private bath,7.549609165154532
11804,Entire home/apt,3,1.0,2.0,100,13.74001,100.56695,1,5.0,1.0,bath,7.852050207265889
11805,Private room,2,1.0,1.0,100,13.73492,100.55863,3,4.67,1.5,bath,6.620073206530356
11806,Entire home/apt,4,2.0,2.0,100,13.76182,100.55781,15,4.73,1.0,bath,7.824046010856292
11807,Entire home/apt,3,1.0,2.0,100,13.73812,100.56576,1,3.0,1.0,bath,7.852050207265889
11808,Entire home/apt,3,1.0,2.0,100,13.73813,100.56751,6,4.83,1.0,bath,7.852050207265889
11809,Entire home/apt,3,1.0,2.0,100,13.734767,100.56266,47,4.96,1.0,bath,7.734558844354756
11810,Private room,1,1.0,1.0,0,13.71754,100.53421,0,0.0,1.0,shared bath,6.364750756851911
11811,Entire home/apt,2,1.0,1.0,90,13.67989,100.61112,0,0.0,1.0,bath,6.866933284461882
11812,Entire home/apt,4,2.0,2.0,100,13.74016,100.56536,6,4.83,2.0,bath,8.517193191416238
11813,Entire home/apt,6,3.0,4.0,100,13.72453,100.52894,10,4.2,2.5,bath,8.294049640102028
11814,Entire home/apt,4,2.0,2.0,100,13.73828,100.56584,5,5.0,2.0,bath,8.517193191416238
11815,Entire home/apt,2,1.0,1.0,100,13.76367,100.55934,16,4.94,1.0,bath,7.917900586327916
11816,Private room,2,1.0,1.0,0,13.7842,100.4975,0,0.0,1.5,bath,6.214608098422191
11817,Entire home/apt,8,4.0,4.0,0,13.8667,100.55493,0,0.0,4.5,bath,7.600902459542082
11818,Entire home/apt,10,2.0,8.0,100,13.70598,100.59711,2,4.5,4.0,bath,7.793586803371584
11819,Entire home/apt,4,1.0,2.0,100,13.7093,100.59921,0,0.0,1.0,bath,6.620073206530356
11820,Private room,2,1.0,1.0,100,13.72859,100.57894,2,5.0,1.0,private bath,8.27614021955846
11821,Private room,2,1.0,1.0,100,13.75577,100.62732,2,4.5,1.0,private bath,6.455198563340122
11822,Entire home/apt,4,2.0,2.0,100,13.72802,100.58033,4,5.0,2.0,bath,8.820404065485645
11823,Entire home/apt,2,1.0,1.0,99,13.724997,100.567291,13,4.77,1.5,bath,7.438383530044307
11824,Entire home/apt,2,1.0,1.0,100,13.87867,100.59977,12,4.92,1.0,bath,7.58629630715272
11825,Entire home/apt,2,1.0,1.0,100,13.750074,100.555382,2,5.0,1.0,bath,7.336936913707618
11826,Private room,2,1.0,2.0,0,13.68423,100.62764,1,5.0,1.0,private bath,6.745236349484363
11827,Entire home/apt,6,3.0,3.0,100,13.72859,100.57984,0,0.0,3.0,bath,9.252345666121213
11828,Private room,2,1.0,2.0,93,13.756086,100.501892,0,0.0,1.0,half-bath,6.683360945766275
11829,Private room,2,1.0,1.0,93,13.75497,100.50164,0,0.0,1.0,shared bath,7.24422751560335
11830,Private room,2,1.0,2.0,93,13.7571,100.50259,1,4.0,1.0,shared bath,7.24422751560335
11831,Entire home/apt,11,4.0,6.0,100,13.73534,100.553993,29,5.0,4.0,bath,8.746080217357513
11832,Private room,1,1.0,1.0,100,13.71108,100.5921,20,4.85,1.0,private bath,6.620073206530356
11833,Private room,1,1.0,1.0,100,13.73732,100.51378,4,4.75,1.0,private bath,6.856461984594587
11834,Private room,3,1.0,3.0,93,13.75491,100.50145,0,0.0,1.0,half-bath,7.170119543449628
11835,Private room,2,1.0,1.0,93,13.75691,100.50131,0,0.0,1.0,private bath,7.6004023345004
11836,Entire home/apt,3,2.0,2.0,0,13.7596,100.61234,5,5.0,1.5,bath,7.495541943884256
11837,Entire home/apt,3,1.0,2.0,100,13.73944,100.56757,6,4.83,1.0,bath,7.852050207265889
11838,Private room,2,1.0,1.0,0,13.75635,100.58232,0,0.0,1.0,private bath,7.313220387090301
11839,Private room,2,1.0,1.0,100,13.71997,100.57481,8,3.88,1.0,private bath,6.802394763324311
11840,Entire home/apt,2,1.0,1.0,100,13.75444,100.56782,1,5.0,1.0,bath,7.312553498102598
11841,Entire home/apt,6,2.0,2.0,100,13.746123,100.558868,12,4.83,2.5,bath,8.95660873889395
11842,Private room,6,3.0,3.0,100,13.72085,100.53184,0,0.0,3.0,bath,8.612503371220562
11843,Entire home/apt,2,1.0,1.0,90,13.88789,100.60374,0,0.0,1.0,bath,6.802394763324311
11844,Private room,3,2.0,2.0,100,13.81323,100.71309,1,5.0,1.0,shared bath,6.745236349484363
11845,Entire home/apt,2,1.0,1.0,100,13.70872,100.3829,1,5.0,1.0,bath,6.745236349484363
11846,Entire home/apt,2,1.0,1.0,100,13.80984,100.56348,9,4.89,1.5,bath,7.3777589082278725
11847,Entire home/apt,2,1.0,1.0,99,13.725515,100.565453,22,4.73,1.5,bath,7.146772179452637
11848,Entire home/apt,5,2.0,3.0,100,13.74665,100.56159,3,4.33,2.0,bath,8.054840221101024
11849,Entire home/apt,2,1.0,1.0,99,13.724062,100.565842,13,4.77,1.5,bath,7.325807502595773
11850,Entire home/apt,2,1.0,1.0,99,13.72413,100.56568,25,4.76,1.5,bath,7.106606137727303
11851,Private room,2,1.0,1.0,100,13.69888,100.53341,0,0.0,1.0,bath,7.081708586105575
11852,Entire home/apt,4,2.0,2.0,100,13.73956,100.56748,2,5.0,2.0,bath,8.517193191416238
11853,Private room,2,1.0,1.0,100,13.701,100.53476,1,5.0,1.0,bath,7.081708586105575
11854,Private room,2,1.0,1.0,92,13.79649,100.58777,0,0.0,1.0,private bath,6.368187186350492
11855,Entire home/apt,2,1.0,3.0,100,13.73254,100.58329,5,4.2,1.0,bath,8.14002395246292
11856,Private room,1,1.0,1.0,100,13.71075,100.59249,12,4.92,1.0,private bath,6.508769136971682
11857,Private room,2,1.0,1.0,100,13.71123,100.59283,8,4.63,1.0,private bath,6.692083742506628
11858,Entire home/apt,2,1.0,1.0,100,13.72504,100.56547,10,4.1,1.5,bath,7.090076835776092
11860,Entire home/apt,2,1.0,1.0,100,13.68515,100.60335,3,5.0,1.5,bath,6.380122536899765
11861,Private room,2,1.0,1.0,100,13.72766,100.53713,1,5.0,1.0,bath,8.28828304520769
11862,Private room,2,1.0,1.0,100,13.72617,100.53495,0,0.0,1.0,private bath,8.651724084373843
11863,Entire home/apt,3,2.0,2.0,100,13.72329,100.57928,25,5.0,2.0,bath,7.9676267393338165
11864,Entire home/apt,2,1.0,1.0,99,13.724199,100.565514,16,4.88,1.5,bath,7.1808311990445555
11865,Entire home/apt,2,1.0,1.0,0,13.74097,100.59088,1,5.0,1.0,bath,6.907755278982137
11866,Entire home/apt,2,1.0,1.0,0,13.81111,100.52135,2,5.0,1.5,bath,6.678342114654332
11867,Private room,2,1.0,1.0,100,13.72767,100.53464,0,0.0,1.0,private bath,8.666474894131992
11868,Entire home/apt,2,1.0,1.0,100,13.72579,100.56512,15,4.33,1.5,bath,7.113956109566034
11869,Entire home/apt,2,1.0,1.0,99,13.72419,100.56576,9,4.67,1.5,bath,7.090076835776092
11870,Private room,2,1.0,1.0,100,13.72755,100.5367,0,0.0,1.0,private bath,8.275121630216509
11871,Private room,2,1.0,1.0,0,13.74215,100.58258,0,0.0,1.5,bath,6.476972362889683
11872,Entire home/apt,4,1.0,2.0,100,13.73447,100.55901,15,4.93,1.5,bath,7.473069088032197
11873,Entire home/apt,6,2.0,2.0,78,13.75838,100.56504,1,5.0,1.0,bath,8.09132127353041
11874,Entire home/apt,2,1.0,1.0,95,13.71823,100.57742,20,4.6,1.5,bath,7.365812837209472
11875,Entire home/apt,2,1.0,1.0,100,13.74119,100.59096,2,4.5,1.0,bath,6.840546529288687
11876,Entire home/apt,2,1.0,1.0,100,13.72391,100.56568,26,4.77,1.5,bath,7.065613363597717
11877,Entire home/apt,2,1.0,1.0,99,13.74697,100.55519,23,4.83,1.0,bath,7.922623574217286
11878,Entire home/apt,2,1.0,1.0,99,13.724498,100.56591,14,4.86,1.5,bath,7.404279118037268
11879,Private room,2,1.0,1.0,100,13.73647,100.55521,15,4.87,1.0,private bath,7.1308988302963465
11880,Entire home/apt,2,1.0,2.0,100,13.71491,100.4455,2,5.0,1.0,bath,6.871091294610546
11881,Entire home/apt,2,1.0,1.0,100,13.72551,100.56515,18,4.5,1.5,bath,7.113956109566034
11882,Entire home/apt,3,2.0,1.0,100,13.73323,100.58186,0,0.0,2.0,bath,8.146129510025405
11883,Entire home/apt,2,1.0,1.0,100,13.72416,100.56345,20,4.65,1.0,bath,7.113956109566034
11884,Entire home/apt,2,1.0,1.0,97,13.7166,100.49893,8,4.13,1.0,bath,7.203405521083095
11885,Entire home/apt,2,1.0,1.0,99,13.724494,100.565979,27,4.63,1.5,bath,7.1770187659099
11886,Entire home/apt,3,1.0,1.0,99,13.683886,100.611794,8,4.88,1.0,bath,6.802394763324311
11887,Entire home/apt,10,3.0,5.0,100,13.68148,100.61058,31,5.0,3.0,bath,7.814803429489359
11888,Private room,2,1.0,1.0,100,13.76858,100.64715,1,5.0,1.0,private bath,7.3777589082278725
11889,Entire home/apt,4,2.0,2.0,100,13.755749,100.563263,71,4.73,1.0,bath,7.588829878307813
11890,Entire home/apt,5,3.0,3.0,100,13.67116,100.45763,3,5.0,2.5,bath,7.421177528595393
11891,Entire home/apt,3,1.0,1.0,100,13.71387,100.43122,8,5.0,1.0,bath,6.802394763324311
11892,Entire home/apt,2,1.0,1.0,0,13.80645,100.52053,0,0.0,1.0,bath,7.313220387090301
11893,Entire home/apt,2,1.0,1.0,99,13.74861,100.55545,28,4.86,1.0,bath,8.051022208190679
11894,Entire home/apt,2,1.0,1.0,99,13.74877,100.55592,14,4.36,1.0,bath,7.964503363551548
11895,Entire home/apt,2,1.0,1.0,100,13.703938,100.59301,6,5.0,1.0,bath,6.240275845170769
11896,Entire home/apt,2,1.0,1.0,98,13.69159,100.61208,2,5.0,1.0,bath,6.825460036255307
11897,Private room,2,1.0,1.0,100,13.673927,100.601425,6,4.83,1.5,bath,6.536691597591305
11898,Entire home/apt,2,1.0,1.0,100,13.734767,100.56266,45,4.93,1.0,bath,7.322510433997394
